txn_id,src_account_id,dst_account_id,merchant_id,amount,currency,channel,ts,status
T-16072,A-3835,A-2405,M-3206,15.89,USD,ECOM,03/08/2025 01:28,APPROVED
T-16073,A-3916,A-5309,M-3028,10.95,USD,POS,09/07/2024,APPROVED
T-16074,A-5454,A-2351,M-3466,28.19,USD,ECOM,2024-12-24,APPROVED
T-16075,A-4700,A-4127,M-3262,37.95,USD,ATM,2025-05-06,APPROVED
T-16076,A-4491,A-2379,M-3461,117.14,USD,WIRE,2024-10-20 14:25:24,APPROVED
T-16077,A-5420,A-3229,M-3455,4.93,USD,ECOM,2025-03-02T15:46:19,APPROVED
T-16078,A-3867,A-2941,M-3238,62.66,USD,WIRE,08/19/2024 22:41,APPROVED
T-16079,A-4621,A-5359,M-3142,86.71,USD,CASH,2025-02-17 20:20:41,APPROVED
T-16080,A-2627,A-2010,M-3355,10.38,USD,WIRE,2025-02-27,APPROVED
T-16081,A-3651,A-2918,M-3212,28.29,USD,ATM,2024-09-10 12:36:33,APPROVED
T-16082,A-3122,A-2997,M-3431,10.7,USD,ECOM,2024-04-30,APPROVED
T-16083,A-2276,A-2508,M-3238,104.1,USD,CASH,02/28/2025,APPROVED
T-16084,A-2212,A-2025,M-3114,18.01,USD,CASH,05/27/2024,APPROVED
T-16085,A-4573,A-3438,M-3260,50.11,USD,ECOM,03/21/2025,APPROVED
T-16086,A-2159,A-4895,M-3393,21.63,USD,ECOM,2025-04-01 17:58:51,APPROVED
T-16087,A-4420,A-3836,M-3096,13.51,USD,CASH,2025-03-15 17:33:27,APPROVED
T-16088,A-4211,A-3151,M-3025,41.37,USD,WIRE,2024-03-25 03:04:31,APPROVED
T-16089,A-4913,A-2851,M-3053,26.2,USD,ECOM,09/15/2024 10:57,APPROVED
T-16090,A-3463,A-5169,M-3383,18.63,USD,WIRE,2024-05-11,APPROVED
T-16091,A-3725,A-2115,M-3403,36.77,USD,ATM,07/01/2025,APPROVED
T-16092,A-4653,A-4722,M-3369,30.12,USD,ATM,2024-11-24,APPROVED
T-16093,A-3219,A-3788,M-3111,46.02,USD,WIRE,2024-04-13T18:54:53,APPROVED
T-16094,A-2285,A-2066,M-3045,12.37,USD,WIRE,2024-01-17 12:52:03,APPROVED
T-16095,A-2240,A-4847,M-3008,21.78,USD,ATM,11/12/2024,APPROVED
T-16096,A-3650,A-4607,M-3095,12.12,USD,CASH,2024-05-10T17:46:19,APPROVED
T-16097,A-4891,A-2727,M-3359,22.17,USD,CASH,2024-03-20,APPROVED
T-16098,A-3773,A-3626,M-3395,29.01,USD,CASH,2024-08-08,APPROVED
T-16099,A-3916,A-3960,M-3337,3.18,USD,POS,2025-02-19,APPROVED
T-16100,A-5173,A-3036,M-3348,5.1,USD,CASH,2024-04-11,APPROVED
T-16101,A-2328,A-2814,M-3001,80.86,USD,CASH,02/03/2024 07:20,DECLINED
T-16102,A-3647,A-2269,M-3302,22.86,USD,POS,04/28/2025 08:36,APPROVED
T-16103,A-2099,A-2301,M-3231,9.15,USD,POS,04/27/2025,APPROVED
T-16104,A-3550,A-3664,M-3059,40.66,USD,ECOM,2025-02-02 12:08:11,APPROVED
T-16105,A-3100,A-4213,M-3015,184.43,USD,CASH,2024-12-18T00:38:28,APPROVED
T-16106,A-3461,A-3577,M-3473,9.73,USD,POS,03/01/2025 07:57,APPROVED
T-16107,A-4471,A-5030,M-3336,35.33,USD,ECOM,2024-04-04T18:04:45,APPROVED
T-16108,A-4285,A-2728,M-3127,191.98,USD,WIRE,2024-10-28 08:57:00,APPROVED
T-16109,A-2818,A-2079,M-3073,2.89,USD,CASH,10/16/2024 14:53,APPROVED
T-16110,A-4696,A-3369,M-3075,8.53,USD,POS,2024-05-26T02:23:44,APPROVED
T-16111,A-3241,A-5088,M-3382,-46.89,USD,CASH,11/23/2024,APPROVED
T-16112,A-4179,A-2095,M-3096,6.4,USD,ATM,2025-05-04 22:15:13,APPROVED
T-16113,A-3966,A-4425,M-3216,25.72,USD,WIRE,06/19/2024 14:22,DECLINED
T-16114,A-5109,A-3473,M-3095,4.99,USD,ECOM,2024-02-23,APPROVED
T-16115,A-2805,A-2538,M-3167,183.81,USD,WIRE,2025-06-16 06:47:59,APPROVED
T-16116,A-4497,A-2251,M-3030,15.4,USD,CASH,01/20/2024 01:03,APPROVED
T-16117,A-4963,A-4573,M-3295,23.42,USD,WIRE,10/17/2024,APPROVED
T-16118,A-3869,A-3484,M-3384,15.34,USD,WIRE,2024-12-21,APPROVED
T-16119,A-3885,A-4128,M-3354,11.67,USD,CASH,2024-07-26 18:51:36,PENDING
T-16120,A-3156,A-5437,M-3425,12.72,USD,POS,2024-09-02,APPROVED
T-16121,A-4518,A-2470,M-3372,22.79,USD,WIRE,2024-05-14 08:50:40,APPROVED
T-16122,A-2820,A-2309,M-3471,18.39,USD,WIRE,09/15/2024,APPROVED
T-16123,A-4791,A-4368,M-3243,13.69,USD,ECOM,2025-05-26T16:26:35,APPROVED
T-16124,A-4405,A-3516,M-3104,38.31,USD,POS,2025-02-24,APPROVED
T-16125,A-2462,A-3162,M-3358,26.83,USD,ATM,04/20/2024 23:46,APPROVED
T-16126,A-2323,A-2005,M-3021,36.83,USD,ECOM,2025-05-01T17:00:53,APPROVED
T-16127,A-3390,A-4181,M-3201,12.56,USD,ATM,2025-05-25T23:14:03,APPROVED
T-16128,A-3606,A-2885,M-3047,77.87,USD,POS,2025-01-14 04:10:29,DECLINED
T-16129,A-2691,A-4210,M-3490,3.38,USD,ECOM,2024-04-15T21:06:24,APPROVED
T-16130,A-5467,A-5043,M-3485,4.25,USD,CASH,03/31/2024 06:02,APPROVED
T-16131,A-2800,A-3508,M-3433,9.47,USD,ATM,05/02/2024,APPROVED
T-16132,A-2979,A-4578,M-3063,3.57,USD,ECOM,02/07/2025 20:25,APPROVED
T-16133,A-4313,A-2816,M-3105,44.79,USD,CASH,2024-12-26 22:58:49,APPROVED
T-16134,A-4901,A-3207,M-3247,33.8,USD,ATM,2025-01-28T05:16:04,APPROVED
T-16135,A-2561,A-5065,M-3060,47.54,USD,WIRE,02/11/2024,APPROVED
T-16136,A-2568,A-2210,M-3316,11.67,USD,WIRE,2024-10-26 15:59:33,APPROVED
T-16137,A-3539,A-3780,M-3188,15.27,USD,WIRE,07/20/2024,APPROVED
T-16138,A-4001,A-2032,M-3450,9.0,USD,CASH,2024-02-22,APPROVED
T-16139,A-4685,A-4582,M-3168,9.92,USD,CASH,2024-12-19,APPROVED
T-16140,A-3758,A-5398,M-3124,9.87,USD,ECOM,2024-11-05 22:47:24,APPROVED
T-16141,A-2799,A-2808,M-3328,36.85,USD,WIRE,07/19/2024 01:48,APPROVED
T-16142,A-2653,A-3493,M-3020,8.2,USD,ATM,05/30/2025,APPROVED
T-16143,A-4714,A-2251,M-3384,6.79,USD,CASH,2024-01-19,APPROVED
T-16144,A-5282,A-3568,M-3291,119.96,USD,WIRE,2024-12-15T18:23:19,APPROVED
T-16145,A-3880,A-2671,M-3269,22.68,USD,ATM,2024-06-13,APPROVED
T-16146,A-3341,A-2601,M-3201,29.68,USD,ECOM,07/13/2024 10:26,APPROVED
T-16147,A-2939,A-2200,M-3072,21.3,USD,WIRE,2024-11-18,APPROVED
T-16148,A-2613,A-2901,M-3427,2.83,USD,CASH,05/07/2025 14:39,APPROVED
T-16149,A-3285,A-3239,M-3274,2.28,USD,ATM,11/11/2024,APPROVED
T-16150,A-4209,A-4354,M-3151,104.91,USD,ECOM,2025-04-19,APPROVED
T-16151,A-5097,A-2534,M-3156,10.13,USD,ECOM,02/15/2024 05:03,APPROVED
T-16152,A-2198,A-2108,M-3126,13.51,USD,POS,04/14/2024 09:50,APPROVED
T-16153,A-3759,A-2133,M-3499,9.73,USD,ATM,2024-10-14,APPROVED
T-16154,A-3517,A-2753,M-3349,4.78,USD,POS,2025-06-20,DECLINED
T-16155,A-3695,A-4884,M-3187,22.88,USD,WIRE,08/24/2024,APPROVED
T-16156,A-2820,A-3566,M-3044,3.75,USD,ECOM,04/14/2024 21:53,APPROVED
T-16157,A-5283,A-3503,M-3263,17.42,USD,ATM,2024-11-14 03:15:31,APPROVED
T-16158,A-4073,A-2725,M-3143,27.71,USD,CASH,09/29/2024,APPROVED
T-16159,A-2268,A-3209,M-3321,114.59,USD,CASH,08/09/2024,APPROVED
T-16160,A-3540,A-2624,M-3386,81.17,USD,CASH,05/15/2024 10:03,APPROVED
T-16161,A-2152,A-3972,M-3237,28.3,USD,ATM,10/30/2024,APPROVED
T-16162,A-2144,A-2842,M-3476,40.24,USD,WIRE,2024-09-17 03:00:48,APPROVED
T-16163,A-3729,A-3154,M-3161,46.07,USD,CASH,2024-09-14,PENDING
T-16164,A-5322,A-5126,M-3440,25.86,USD,ATM,01/03/2024,APPROVED
T-16165,A-4029,A-3109,M-3176,40.08,USD,WIRE,06/03/2025 07:53,APPROVED
T-16166,A-3141,A-5132,M-3378,3.94,USD,CASH,03/12/2024,APPROVED
T-16167,A-5232,A-5219,M-3257,73.7,USD,WIRE,2025-01-20,APPROVED
T-16168,A-5450,A-4938,M-3152,23.55,USD,POS,09/05/2024 06:37,APPROVED
T-16169,A-2451,A-4337,M-3441,4.22,USD,ATM,07/25/2024 06:16,APPROVED
T-16170,A-3150,A-3558,M-3032,35.28,USD,POS,10/25/2024,APPROVED
T-16171,A-4799,A-4633,M-3015,26.64,USD,ECOM,11/03/2024,APPROVED
T-16172,A-5433,A-2214,M-3031,8.91,USD,WIRE,2025-04-29 07:10:23,APPROVED
T-16173,A-3878,A-3411,M-3462,6.65,USD,WIRE,2024-06-20,APPROVED
T-16174,A-5366,A-3483,M-3188,28.77,USD,POS,2025-06-05T07:40:52,APPROVED
T-16175,A-4671,A-2115,M-3231,39.14,USD,WIRE,2024-10-15 23:15:06,APPROVED
T-16176,A-4580,A-2904,M-3427,16.16,USD,WIRE,2025-01-28T10:56:34,APPROVED
T-16177,A-4066,A-2614,M-3126,23.88,USD,ECOM,2024-08-27T19:06:24,APPROVED
T-16178,A-4501,A-2508,M-3150,18.66,USD,POS,2024-05-08,PENDING
T-16179,A-5121,A-2139,M-3166,41.44,USD,ECOM,06/29/2024 16:49,APPROVED
T-16180,A-2439,A-4910,M-3392,31.4,USD,ECOM,2025-03-28,APPROVED
T-16181,A-2685,A-3690,M-3409,59.85,USD,ATM,2024-01-13T21:05:39,PENDING
T-16182,A-3780,A-2858,M-3447,9.44,USD,ATM,2025-06-24T22:43:04,APPROVED
T-16183,A-2177,A-3472,M-3437,5.86,USD,WIRE,06/03/2025 10:38,APPROVED
T-16184,A-4956,A-2040,M-3119,38.47,USD,WIRE,2024-03-05 14:23:47,APPROVED
T-16185,A-2798,A-3550,M-3465,42.95,USD,CASH,11/16/2024,APPROVED
T-16186,A-5310,A-3738,M-3016,17.74,USD,CASH,2024-06-22 06:30:46,APPROVED
T-16187,A-3364,A-3058,M-3107,8.41,USD,WIRE,2024-11-05T20:46:48,APPROVED
T-16188,A-4362,A-2552,M-3045,15.15,USD,POS,01/02/2025 04:02,APPROVED
T-16189,A-3837,A-5063,M-3138,16.87,USD,CASH,2024-02-25,APPROVED
T-16190,A-2305,A-3769,M-3359,13.16,USD,ECOM,07/18/2024,APPROVED
T-16191,A-3454,A-4791,M-3467,15.27,USD,CASH,02/22/2025 17:00,APPROVED
T-16192,A-3638,A-4368,M-3404,21.39,USD,POS,2024-11-30 02:08:37,APPROVED
T-16193,A-2441,A-2490,M-3147,40.01,USD,WIRE,2024-12-05 12:46:02,APPROVED
T-16194,A-2281,A-4876,M-3416,5.06,USD,ECOM,2024-09-30 01:25:11,APPROVED
T-16195,A-3518,A-4309,M-3296,62.82,USD,WIRE,04/17/2025,APPROVED
T-16196,A-4076,A-4433,M-3297,19.66,USD,ECOM,02/19/2024 00:34,APPROVED
T-16197,A-3125,A-2775,M-3149,2.46,USD,WIRE,2024-12-31,APPROVED
T-16198,A-2219,A-2300,M-3052,25.0,USD,POS,2024-07-30,APPROVED
T-16199,A-3162,A-2037,M-3425,16.06,USD,POS,2025-04-13 08:28:37,APPROVED
T-16200,A-5292,A-4189,M-3235,37.02,USD,CASH,2024-09-25 22:55:07,APPROVED
T-16201,A-2681,A-2935,M-3188,12.58,USD,ECOM,2025-02-16,APPROVED
T-16202,A-3767,A-4056,M-3098,21.46,USD,WIRE,2024-02-13T07:32:03,APPROVED
T-16203,A-2895,A-2310,M-3327,45.02,USD,CASH,2024-03-10,APPROVED
T-16204,A-3215,A-3568,M-3256,30.35,USD,POS,02/12/2025,APPROVED
T-16205,A-2622,A-2897,M-3082,22.0,USD,ATM,2024-06-05T10:23:57,APPROVED
T-16206,A-3024,A-5223,M-3499,3.53,USD,ECOM,2024-10-19T06:28:43,APPROVED
T-16207,A-2876,A-4329,M-3118,19.63,USD,ECOM,2024-05-17 20:30:54,APPROVED
T-16208,A-4354,A-5170,M-3020,3.0,USD,CASH,2024-03-23T02:49:09,APPROVED
T-16209,A-4005,A-2431,M-3139,12.3,USD,POS,06/11/2025 13:26,APPROVED
T-16210,A-2521,A-2765,M-3221,37.15,USD,CASH,06/16/2025,APPROVED
T-16211,A-2681,A-2008,M-3423,9.53,USD,POS,2024-07-07 10:11:08,APPROVED
T-16212,A-3810,A-4494,M-3465,7.4,USD,CASH,2024-03-12 20:02:49,APPROVED
T-16213,A-5285,A-2508,M-3232,4.89,USD,ATM,05/29/2025 17:41,APPROVED
T-16214,A-4201,A-2570,M-3279,111.62,USD,WIRE,08/23/2024 04:28,APPROVED
T-16215,A-2765,A-3432,M-3399,3.28,USD,WIRE,2024-11-05,APPROVED
T-16216,A-2148,A-3373,M-3385,20.34,USD,CASH,2025-02-16 02:05:07,APPROVED
T-16217,A-4536,A-5122,M-3080,7.66,USD,POS,06/12/2025 00:11,APPROVED
T-16218,A-4126,A-3616,M-3458,118.76,USD,WIRE,01/10/2025,APPROVED
T-16219,A-2160,A-5298,M-3119,44.45,USD,ECOM,2024-06-30T13:59:41,APPROVED
T-16220,A-2884,A-4699,M-3132,26.68,USD,ECOM,2024-03-27,PENDING
T-16221,A-2452,A-3625,M-3454,9.5,USD,WIRE,01/05/2024,APPROVED
T-16222,A-2793,A-2356,M-3170,30.38,USD,ATM,2025-05-31 02:51:54,DECLINED
T-16223,A-3519,A-3020,M-3023,37.89,USD,ECOM,2024-03-04,APPROVED
T-16224,A-2987,A-2166,M-3442,30.85,USD,CASH,03/18/2024 02:01,APPROVED
T-16225,A-3378,A-2825,M-3335,7.74,USD,ATM,12/26/2024 20:58,APPROVED
T-16226,A-3694,A-2250,M-3156,17.89,USD,ATM,2025-06-11 02:53:53,APPROVED
T-16227,A-3307,A-2979,M-3039,7.28,USD,ECOM,12/23/2024 08:25,APPROVED
T-16228,A-4348,A-3456,M-3158,27.43,USD,ATM,2024-10-14 05:18:09,APPROVED
T-16229,A-3131,A-3294,M-3486,31.05,USD,POS,2024-11-12 23:14:35,APPROVED
T-16230,A-4700,A-2876,M-3480,3.91,USD,ATM,2025-04-19T19:30:05,APPROVED
T-16231,A-4671,A-3965,M-3253,8.34,USD,ATM,2024-09-18T00:49:43,APPROVED
T-16232,A-4172,A-3466,M-3001,29.41,USD,WIRE,07/16/2025 15:26,APPROVED
T-16233,A-3359,A-3658,M-3267,97.36,USD,ECOM,07/17/2024,APPROVED
T-16234,A-3051,A-3798,M-3185,26.06,USD,CASH,06/22/2025,APPROVED
T-16235,A-5050,A-4839,M-3464,2.88,USD,WIRE,2024-02-20,APPROVED
T-16236,A-3516,A-5081,M-3379,95.58,USD,ATM,2025-02-28,APPROVED
T-16237,A-3634,A-2776,M-3489,3.63,USD,WIRE,02/12/2024,APPROVED
T-16238,A-3628,A-4504,M-3378,14.75,USD,ATM,2024-10-27T11:10:44,APPROVED
T-16239,A-4188,A-3704,M-3328,106.32,USD,CASH,03/11/2024 08:50,APPROVED
T-16240,A-2984,A-2690,M-3190,5.43,USD,WIRE,06/18/2025 00:13,APPROVED
T-16241,A-3667,A-2648,M-3242,41.72,USD,ECOM,10/17/2024,APPROVED
T-16242,A-3961,A-4343,M-3087,8.77,USD,ECOM,2024-12-03 17:53:06,PENDING
T-16243,A-5152,A-5132,M-3389,7.79,USD,ATM,2025-03-29,APPROVED
T-16244,A-3062,A-3626,M-3252,10.61,USD,POS,2024-11-16T00:48:27,APPROVED
T-16245,A-4262,A-4000,M-3058,26.45,USD,ATM,2025-06-19 21:24:14,APPROVED
T-16246,A-5136,A-4426,M-3416,34.5,USD,ECOM,2024-01-20 08:10:44,APPROVED
T-16247,A-3978,A-2251,M-3423,15.98,USD,CASH,2025-04-08,APPROVED
T-16248,A-2958,A-3130,M-3042,27.41,USD,ECOM,2025-07-03T12:53:01,APPROVED
T-16249,A-4020,A-2644,M-3292,59.06,USD,WIRE,2024-05-01 21:16:01,APPROVED
T-16250,A-5466,A-2322,M-3434,74.45,USD,POS,02/24/2025,APPROVED
T-16251,A-4137,A-3870,M-3380,30.56,USD,ATM,2024-10-12T14:19:48,APPROVED
T-16252,A-3060,A-4394,M-3465,41.66,USD,ATM,2024-01-12T02:10:46,APPROVED
T-16253,A-2091,A-5006,M-3474,90.29,USD,POS,05/23/2025,APPROVED
T-16254,A-4310,A-4375,M-3151,5.69,USD,POS,2024-12-13T15:48:33,APPROVED
T-16255,A-2007,A-2356,M-3169,17.23,USD,WIRE,07/22/2025,APPROVED
T-16256,A-2672,A-3885,M-3215,13.1,USD,ATM,03/05/2024,APPROVED
T-16257,A-3131,A-2413,M-3381,8.25,USD,ATM,2025-01-15,APPROVED
T-16258,A-3231,A-4474,M-3349,7.49,USD,WIRE,2024-11-11 05:39:49,APPROVED
T-16259,A-4000,A-2303,M-3303,45.45,USD,ECOM,2024-03-10T20:33:17,APPROVED
T-16260,A-2334,A-5101,M-3066,13.95,USD,ATM,2024-05-02T18:29:32,APPROVED
T-16261,A-3047,A-3361,M-3183,7.54,USD,CASH,2024-09-06T20:00:07,APPROVED
T-16262,A-2747,A-3108,M-3219,28.7,USD,ECOM,07/04/2025 17:51,APPROVED
T-16263,A-2527,A-5242,M-3015,16.64,USD,ATM,2024-12-04T17:46:56,APPROVED
T-16264,A-4252,A-4332,M-3259,24.48,USD,ECOM,08/31/2024,APPROVED
T-16265,A-4134,A-5455,M-3308,4.0,USD,CASH,09/13/2024 15:56,APPROVED
T-16266,A-5212,A-2892,M-3317,11.6,USD,ECOM,07/12/2025 00:45,APPROVED
T-16267,A-3404,A-4644,M-3196,42.9,USD,WIRE,2024-10-05T18:24:28,APPROVED
T-16268,A-5254,A-2822,M-3016,28.33,USD,ATM,2024-11-16,APPROVED
T-16269,A-2473,A-4331,M-3476,27.89,USD,ATM,2024-10-22,APPROVED
T-16270,A-2350,A-3462,M-3188,53.81,USD,CASH,01/30/2025,APPROVED
T-16271,A-4508,A-5072,M-3061,187.89,USD,POS,10/19/2024,APPROVED
T-16272,A-5244,A-4057,M-3071,31.09,USD,ATM,2025-05-20,DECLINED
T-16273,A-3791,A-2157,M-3046,5.51,USD,ECOM,04/19/2024 05:40,APPROVED
T-16274,A-5414,A-3396,M-3185,4.91,USD,ECOM,02/26/2025,APPROVED
T-16275,A-4190,A-4964,M-3003,56.72,USD,ATM,2024-01-26 02:55:39,APPROVED
T-16276,A-4826,A-4154,M-3331,8.39,USD,ATM,2024-07-04 21:08:44,APPROVED
T-16277,A-5062,A-5201,M-3359,3.97,USD,POS,10/21/2024 04:22,APPROVED
T-16278,A-3818,A-5057,M-3352,40.06,USD,WIRE,2024-05-18 07:10:16,APPROVED
T-16279,A-4763,A-2700,M-3212,33.86,USD,CASH,2025-01-14,APPROVED
T-16280,A-4006,A-2332,M-3418,15.18,USD,WIRE,02/05/2024,APPROVED
T-16281,A-5283,A-4881,M-3099,25.44,USD,POS,2025-06-14T07:13:03,APPROVED
T-16282,A-2425,A-3958,M-3097,30.81,USD,ATM,05/07/2024 08:16,APPROVED
T-16283,A-2284,A-3863,M-3256,8.38,USD,WIRE,05/13/2024 16:05,APPROVED
T-16284,A-2874,A-2147,M-3407,20.59,USD,CASH,09/21/2024,APPROVED
T-16285,A-2735,A-4527,M-3323,13.17,USD,POS,03/27/2025 06:59,APPROVED
T-16286,A-3738,A-3742,M-3006,34.08,USD,CASH,2024-07-13 03:12:56,APPROVED
T-16287,A-4472,A-2427,M-3034,23.65,USD,POS,06/13/2024,APPROVED
T-16288,A-3139,A-3247,M-3169,34.14,USD,ECOM,10/22/2024,APPROVED
T-16289,A-3641,A-5155,M-3456,38.26,USD,ECOM,2024-06-05,APPROVED
T-16290,A-3026,A-3719,M-3134,20.29,USD,ECOM,2024-01-24T23:43:45,APPROVED
T-16291,A-3548,A-4432,M-3072,20.32,USD,CASH,07/03/2024 11:50,PENDING
T-16292,A-4911,A-2178,M-3121,155.78,USD,CASH,2024-04-19T12:43:23,APPROVED
T-16293,A-2821,A-4864,M-3097,10.41,USD,ECOM,06/14/2024 11:34,APPROVED
T-16294,A-5425,A-4822,M-3388,21.44,USD,ECOM,2024-08-25T23:48:59,APPROVED
T-16295,A-5420,A-5347,M-3170,36.88,USD,CASH,2024-02-04 00:57:15,APPROVED
T-16296,A-2914,A-3417,M-3314,85.86,USD,POS,01/09/2025,DECLINED
T-16297,A-3245,A-5131,M-3448,15.15,USD,ATM,2024-11-14,APPROVED
T-16298,A-2563,A-2548,M-3056,21.91,USD,ECOM,2024-01-03T23:00:30,APPROVED
T-16299,A-4093,A-4048,M-3105,23.79,USD,WIRE,09/12/2024,APPROVED
T-16300,A-5429,A-3766,M-3309,806.55,USD,CASH,2024-06-07 04:23:38,APPROVED
T-16301,A-4192,A-2085,M-3180,4.57,USD,CASH,2024-07-09 14:42:45,APPROVED
T-16302,A-3526,A-3610,M-3476,9.95,USD,ATM,05/15/2025 13:36,APPROVED
T-16303,A-3450,A-4909,M-3187,10.97,USD,ATM,2024-07-08 10:28:56,APPROVED
T-16304,A-2726,A-4987,M-3496,12.38,USD,WIRE,2025-06-09,APPROVED
T-16305,A-4559,A-2569,M-3141,103.05,USD,WIRE,08/18/2024 19:51,APPROVED
T-16306,A-4959,A-5123,M-3095,14.93,USD,ATM,2025-02-01,APPROVED
T-16307,A-3933,A-4111,M-3415,16.51,USD,CASH,2025-03-22,APPROVED
T-16308,A-5253,A-2706,M-3160,57.36,USD,CASH,2024-02-27T04:11:02,APPROVED
T-16309,A-5222,A-4646,M-3028,43.58,USD,WIRE,2024-12-17 18:45:25,APPROVED
T-16310,A-3188,A-5165,M-3491,11.29,USD,ATM,2025-05-19 00:14:18,APPROVED
T-16311,A-5328,A-5009,M-3459,15.78,USD,ECOM,02/02/2024,APPROVED
T-16312,A-4123,A-4809,M-3245,44.94,USD,CASH,02/18/2025 10:31,APPROVED
T-16313,A-5015,A-2192,M-3198,26.16,USD,ECOM,04/18/2024 02:52,PENDING
T-16314,A-5371,A-3962,M-3013,29.42,USD,ATM,07/01/2024 02:01,APPROVED
T-16315,A-4935,A-3933,M-3391,13.63,USD,WIRE,2024-10-06,APPROVED
T-16316,A-5392,A-5095,M-3256,13.15,USD,ECOM,2025-04-21 11:52:39,APPROVED
T-16317,A-4893,A-2745,M-3013,26.96,USD,POS,2025-06-13 08:51:05,DECLINED
T-16318,A-2341,A-2062,M-3265,25.07,USD,ECOM,10/07/2024 02:56,APPROVED
T-16319,A-2255,A-5069,M-3010,18.75,USD,ECOM,2024-03-09,APPROVED
T-16320,A-4637,A-5479,M-3310,34.04,USD,POS,06/26/2025,APPROVED
T-16321,A-4256,A-2115,M-3276,14.68,USD,POS,2024-02-27,APPROVED
T-16322,A-3272,A-5234,M-3232,14.18,USD,ATM,01/10/2024,APPROVED
T-16323,A-2817,A-3799,M-3343,15.17,USD,ECOM,2024-09-19T06:22:50,APPROVED
T-16324,A-2197,A-2292,M-3074,14.75,USD,CASH,06/02/2025 12:12,APPROVED
T-16325,A-3913,A-2101,M-3008,36.91,USD,POS,05/09/2025,APPROVED
T-16326,A-3134,A-4524,M-3231,13.25,USD,ECOM,2025-06-10 06:04:46,APPROVED
T-16327,A-2959,A-2982,M-3322,4.07,USD,WIRE,2025-07-10T15:43:22,APPROVED
T-16328,A-2460,A-3722,M-3433,3.82,USD,ATM,2025-01-13,APPROVED
T-16329,A-4656,A-4147,M-3353,8.75,USD,POS,2024-10-21 13:53:34,APPROVED
T-16330,A-4927,A-3880,M-3339,40.07,USD,ATM,04/08/2024 05:53,APPROVED
T-16331,A-5430,A-2214,M-3440,17.23,USD,POS,2024-04-01T14:04:52,APPROVED
T-16332,A-4443,A-4622,M-3003,15.29,USD,ATM,01/24/2025,APPROVED
T-16333,A-3876,A-2818,M-3434,78.6,USD,POS,2024-09-22,APPROVED
T-16334,A-2502,A-2047,M-3160,95.52,USD,CASH,2025-05-06 02:41:42,APPROVED
T-16335,A-3101,A-2703,M-3118,4.19,USD,CASH,10/22/2024 00:25,PENDING
T-16336,A-4851,A-4796,M-3079,39.1,USD,ATM,06/07/2024,APPROVED
T-16337,A-4693,A-2052,M-3190,20.32,USD,ATM,01/01/2025,APPROVED
T-16338,A-2345,A-4066,M-3317,96.4,USD,POS,2025-03-30 01:44:38,APPROVED
T-16339,A-2801,A-5203,M-3031,16.31,USD,CASH,2025-05-10T07:37:15,DECLINED
T-16340,A-5253,A-2635,M-3133,15.1,USD,CASH,2025-05-15,APPROVED
T-16341,A-2974,A-4151,M-3297,12.89,USD,WIRE,2024-04-26T18:50:01,APPROVED
T-16342,A-3868,A-4877,M-3022,19.67,USD,ATM,2024-03-19,APPROVED
T-16343,A-4480,A-5156,M-3444,64.18,USD,ATM,01/29/2025 18:42,APPROVED
T-16344,A-2910,A-2394,M-3317,53.16,USD,ECOM,2024-07-17 17:07:03,APPROVED
T-16345,A-5044,A-4031,M-3366,17.13,USD,POS,06/24/2024,APPROVED
T-16346,A-4002,A-3417,M-3404,11.44,USD,CASH,01/31/2025,APPROVED
T-16347,A-2982,A-3311,M-3468,12.74,USD,ECOM,2024-12-10T04:28:35,APPROVED
T-16348,A-4802,A-2115,M-3034,86.14,USD,ATM,2024-11-22T17:19:43,APPROVED
T-16349,A-3720,A-2447,M-3054,30.87,USD,POS,2025-04-04,APPROVED
T-16350,A-3803,A-4896,M-3060,21.78,USD,ECOM,07/25/2025 20:28,APPROVED
T-16351,A-4334,A-2160,M-3178,30.51,USD,ECOM,2025-03-06,APPROVED
T-16352,A-4208,A-4295,M-3059,64.82,USD,CASH,04/28/2024,DECLINED
T-16353,A-5195,A-3536,M-3399,33.32,USD,CASH,2025-07-06T12:15:39,PENDING
T-16354,A-4994,A-4179,M-3292,24.61,USD,POS,2024-10-21,APPROVED
T-16355,A-2022,A-2518,M-3197,10.29,USD,ECOM,2024-08-19 22:15:53,APPROVED
T-16356,A-2458,A-2528,M-3345,17.78,USD,WIRE,01/13/2025,APPROVED
T-16357,A-4906,A-2697,M-3002,36.84,USD,POS,05/01/2024,APPROVED
T-16358,A-2053,A-5212,M-3423,20.3,USD,WIRE,10/21/2024 01:53,APPROVED
T-16359,A-2665,A-3374,M-3360,6.99,USD,WIRE,05/12/2025 15:47,APPROVED
T-16360,A-3978,A-2471,M-3289,119.97,USD,ATM,2024-09-07 22:58:28,APPROVED
T-16361,A-4985,A-4730,M-3341,40.92,USD,POS,2024-08-02 11:50:09,APPROVED
T-16362,A-4297,A-4983,M-3384,20.01,USD,ECOM,2025-03-18 01:53:21,APPROVED
T-16363,A-3795,A-3318,M-3209,78.48,USD,WIRE,05/12/2025 11:00,APPROVED
T-16364,A-2591,A-3452,M-3472,9.23,USD,POS,07/30/2025,APPROVED
T-16365,A-2001,A-5346,M-3401,21.29,USD,ECOM,2024-01-31 02:30:06,APPROVED
