login_id,customer_id,device_id,geo_id,ts,channel,result
L-10461,C-2268,D-4471,G-5214,02/22/2024,IVR,MFA_CHALLENGE
L-10462,C-1325,D-4502,G-5837,07/21/2024,IVR,SUCCESS
L-10463,C-1783,D-4324,G-5835,2025-04-08T13:11:25,MOBILE,MFA_CHALLENGE
L-10464,C-2414,D-4130,G-5828,2025-07-18T01:52:44,MOBILE,FAIL
L-10465,C-2247,D-4277,G-5356,2025-04-29 01:59:41,MOBILE,SUCCESS
L-10466,C-1978,D-4267,G-5466,2024-06-21 13:24:39,MOBILE,SUCCESS
L-10467,C-2647,D-4477,G-5987,05/20/2025,WEB,MFA_CHALLENGE
L-10468,C-2271,D-4326,G-5830,06/13/2025,WEB,FAIL
L-10469,C-1539,D-4395,G-5771,2024-02-17 10:37:03,WEB,SUCCESS
L-10470,C-1596,D-4741,G-5350,01/05/2025 04:33,MOBILE,FAIL
L-10471,C-2362,D-4732,G-5018,02/23/2024 17:08,MOBILE,MFA_CHALLENGE
L-10472,C-2927,D-4315,G-5693,2024-12-15 20:27:50,WEB,SUCCESS
L-10473,C-2827,D-4489,G-5153,2024-05-08,MOBILE,MFA_CHALLENGE
L-10474,C-1103,D-4747,G-5722,08/19/2024,IVR,SUCCESS
L-10475,C-2266,D-4475,G-5487,2024-08-11,WEB,SUCCESS
L-10476,C-1820,D-4521,G-5136,05/11/2025,IVR,FAIL
L-10477,C-1216,D-4717,G-5648,2024-08-01 17:21:35,MOBILE,MFA_CHALLENGE
L-10478,C-1568,D-4771,G-6412,03/03/2025,WEB,SUCCESS
L-10479,C-1607,D-4209,G-5355,11/28/2024,IVR,FAIL
L-10480,C-2317,D-4330,G-6210,2025-02-14,MOBILE,SUCCESS
L-10481,C-1923,D-4562,G-5681,05/24/2024,MOBILE,MFA_CHALLENGE
L-10482,C-2841,D-4352,G-5151,12/17/2024 17:25,WEB,SUCCESS
L-10483,C-2120,D-4583,G-5985,2024-12-16,MOBILE,FAIL
L-10484,C-1304,D-4264,G-5144,06/27/2025 09:17,IVR,MFA_CHALLENGE
L-10485,C-1589,D-4014,G-5308,2025-04-20,MOBILE,FAIL
L-10486,C-1791,D-4782,G-5704,01/27/2025 12:52,WEB,MFA_CHALLENGE
L-10487,C-1061,D-4528,G-5516,01/24/2025,IVR,MFA_CHALLENGE
L-10488,C-2407,D-4711,G-5737,2024-02-29,WEB,MFA_CHALLENGE
L-10489,C-2085,D-4557,G-6063,2024-11-18 07:49:27,WEB,MFA_CHALLENGE
L-10490,C-1867,D-4089,G-5131,2025-07-07T20:20:03,IVR,FAIL
L-10491,C-2424,D-4784,G-6464,05/07/2024 21:41,IVR,FAIL
L-10492,C-1146,D-4650,G-6383,01/15/2025,MOBILE,FAIL
L-10493,C-2913,D-4569,G-5860,02/06/2025,MOBILE,FAIL
L-10494,C-2202,D-4493,G-5784,2024-01-09T01:48:25,MOBILE,FAIL
L-10495,C-2046,D-4223,G-5276,12/26/2024,WEB,SUCCESS
L-10496,C-1337,D-4644,G-6024,06/23/2024,IVR,SUCCESS
L-10497,C-1332,D-4264,G-6064,2025-02-23 01:17:49,IVR,MFA_CHALLENGE
L-10498,C-2444,D-4110,G-6174,2024-11-10T18:58:42,IVR,FAIL
L-10499,C-2918,D-4426,G-6080,10/25/2024,WEB,MFA_CHALLENGE
L-10500,C-2250,D-4318,G-6062,03/26/2024 07:17,MOBILE,MFA_CHALLENGE
L-10501,C-2341,D-4775,G-5570,01/12/2024 18:45,IVR,FAIL
L-10502,C-2984,D-4785,G-6114,2024-10-29T14:13:12,WEB,MFA_CHALLENGE
L-10503,C-1514,D-4252,G-5463,2025-02-27 04:06:04,WEB,SUCCESS
L-10504,C-1776,D-4751,G-5139,2024-11-13,IVR,FAIL
L-10505,C-2144,D-4505,G-6044,01/05/2024 23:14,WEB,MFA_CHALLENGE
L-10506,C-2364,D-4378,G-6095,2024-06-14,WEB,SUCCESS
L-10507,C-2054,D-4196,G-6305,2024-08-28 00:22:02,MOBILE,SUCCESS
L-10508,C-1338,D-4749,G-5993,03/12/2024 02:35,MOBILE,SUCCESS
L-10509,C-1962,D-4127,G-5189,05/23/2025,WEB,SUCCESS
L-10510,C-2533,D-4330,G-6141,2025-06-04,MOBILE,SUCCESS
L-10511,C-2769,D-4365,G-5249,2024-10-15,WEB,MFA_CHALLENGE
L-10512,C-1819,D-4476,G-5657,2024-03-29 12:40:33,IVR,SUCCESS
L-10513,C-2900,D-4568,G-5381,2024-11-03 14:21:30,MOBILE,SUCCESS
L-10514,C-1087,D-4547,G-5523,2025-05-09,WEB,FAIL
L-10515,C-2717,D-4733,G-5968,01/05/2025 23:55,MOBILE,MFA_CHALLENGE
L-10516,C-1677,D-4404,G-5341,2024-01-03,IVR,MFA_CHALLENGE
L-10517,C-1058,D-4023,G-6026,04/19/2024,IVR,MFA_CHALLENGE
L-10518,C-2056,D-4660,G-5819,2024-07-29,MOBILE,SUCCESS
L-10519,C-2921,D-4768,G-5635,03/20/2024 22:25,IVR,FAIL
L-10520,C-2092,D-4786,G-5586,2025-04-25T08:20:05,MOBILE,MFA_CHALLENGE
L-10521,C-1869,D-4607,G-6253,09/27/2024,MOBILE,FAIL
L-10522,C-1650,D-4115,G-5903,2025-06-23 14:30:03,IVR,SUCCESS
L-10523,C-1975,D-4772,G-6324,2024-07-10,WEB,MFA_CHALLENGE
L-10524,C-2309,D-4049,G-5126,2024-08-07,IVR,FAIL
L-10525,C-2180,D-4487,G-5867,10/16/2024,WEB,FAIL
L-10526,C-2305,D-4438,G-5582,2025-07-31T02:42:09,IVR,MFA_CHALLENGE
L-10527,C-1778,D-4054,G-6304,02/01/2025 21:21,MOBILE,FAIL
L-10528,C-2415,D-4650,G-5002,2024-05-31T19:50:58,IVR,SUCCESS
L-10529,C-1391,D-4218,G-5573,04/10/2025,MOBILE,SUCCESS
L-10530,C-2531,D-4366,G-5136,04/08/2024,IVR,FAIL
L-10531,C-2606,D-4200,G-5646,2025-04-17 22:54:36,WEB,FAIL
L-10532,C-1054,D-4176,G-5060,2025-07-23T11:57:36,IVR,MFA_CHALLENGE
L-10533,C-1767,D-4084,G-5460,01/11/2024 04:44,MOBILE,SUCCESS
L-10534,C-1198,D-4138,G-5457,2024-09-19T02:14:57,WEB,FAIL
L-10535,C-2606,D-4556,G-5887,09/28/2024,IVR,MFA_CHALLENGE
L-10536,C-2333,D-4232,G-5739,2025-06-24T01:00:35,MOBILE,FAIL
L-10537,C-1643,D-4418,G-5466,11/25/2024,WEB,SUCCESS
L-10538,C-2215,D-4686,G-6389,2024-03-20,WEB,MFA_CHALLENGE
L-10539,C-2403,D-4313,G-6060,05/26/2025,WEB,MFA_CHALLENGE
L-10540,C-1189,D-4444,G-5015,04/24/2024 12:43,WEB,FAIL
L-10541,C-2176,D-4501,G-5984,2025-01-28,IVR,MFA_CHALLENGE
L-10542,C-1622,D-4208,G-5975,2025-05-14T22:31:18,IVR,MFA_CHALLENGE
L-10543,C-1300,D-4453,G-6482,2024-12-29,WEB,MFA_CHALLENGE
L-10544,C-1044,D-4137,G-6295,05/27/2024 08:44,MOBILE,MFA_CHALLENGE
L-10545,C-1291,D-4046,G-5211,03/28/2024 14:19,IVR,FAIL
L-10546,C-1280,D-4686,G-6340,06/27/2024,IVR,FAIL
L-10547,C-1884,D-4043,G-5091,2024-10-12T05:08:00,WEB,FAIL
L-10548,C-1761,D-4386,G-5837,2025-07-02 09:48:52,IVR,SUCCESS
L-10549,C-1277,D-4608,G-6407,05/19/2024,WEB,FAIL
L-10550,C-2539,D-4590,G-5959,07/28/2025 23:36,MOBILE,FAIL
L-10551,C-2015,D-4141,G-6360,04/10/2024,IVR,FAIL
L-10552,C-1185,D-4545,G-5773,2024-10-26,MOBILE,FAIL
L-10553,C-1971,D-4772,G-6078,2024-10-13T15:05:44,IVR,MFA_CHALLENGE
L-10554,C-2812,D-4279,G-5024,2024-04-19 18:08:57,IVR,SUCCESS
L-10555,C-2695,D-4613,G-6364,2025-03-22T19:47:22,WEB,SUCCESS
L-10556,C-1019,D-4244,G-5926,01/05/2024 04:47,IVR,SUCCESS
L-10557,C-2044,D-4476,G-6227,2024-06-30,IVR,FAIL
L-10558,C-1634,D-4364,G-5353,2025-06-20,MOBILE,MFA_CHALLENGE
L-10559,C-1344,D-4112,G-6363,03/01/2024 08:50,WEB,MFA_CHALLENGE
L-10560,C-1103,D-4563,G-6030,06/26/2024 02:03,WEB,FAIL
L-10561,C-2388,D-4661,G-5573,2024-02-21T14:24:54,IVR,FAIL
L-10562,C-1385,D-4388,G-5636,2024-12-16,MOBILE,FAIL
L-10563,C-2122,D-4511,G-6049,2025-02-22,WEB,SUCCESS
L-10564,C-2801,D-4602,G-6056,09/17/2024 21:15,MOBILE,FAIL
L-10565,C-1605,D-4763,G-5696,2024-04-07 00:56:08,MOBILE,MFA_CHALLENGE
L-10566,C-2084,D-4616,G-6233,07/21/2024 04:27,WEB,MFA_CHALLENGE
L-10567,C-2733,D-4432,G-5659,2024-08-01 19:52:19,WEB,SUCCESS
L-10568,C-1328,D-4084,G-5333,07/07/2024 21:18,IVR,FAIL
L-10569,C-1072,D-4623,G-5602,07/14/2025,MOBILE,FAIL
L-10570,C-1589,D-4711,G-5352,2025-05-16 19:48:31,IVR,MFA_CHALLENGE
L-10571,C-2654,D-4258,G-6382,11/28/2024 04:56,WEB,MFA_CHALLENGE
L-10572,C-1511,D-4549,G-5196,2024-08-27,WEB,FAIL
L-10573,C-2611,D-4191,G-5461,2025-05-04,MOBILE,SUCCESS
L-10574,C-1206,D-4150,G-6141,06/02/2025 02:50,IVR,MFA_CHALLENGE
L-10575,C-1698,D-4754,G-6363,05/13/2024 17:58,MOBILE,FAIL
L-10576,C-1391,D-4362,G-5856,2024-07-29,IVR,SUCCESS
L-10577,C-2125,D-4596,G-5472,2024-10-13,IVR,FAIL
L-10578,C-1797,D-4340,G-5428,05/17/2024,MOBILE,MFA_CHALLENGE
L-10579,C-2801,D-4046,G-5335,2024-05-06T23:14:15,WEB,MFA_CHALLENGE
L-10580,C-2272,D-4625,G-5091,2025-03-14T17:20:56,IVR,FAIL
L-10581,C-2150,D-4782,G-6059,2024-04-20T00:58:20,WEB,MFA_CHALLENGE
L-10582,C-1661,D-4379,G-5782,09/23/2024,IVR,SUCCESS
L-10583,C-2380,D-4118,G-5323,2025-01-17 19:23:12,MOBILE,SUCCESS
L-10584,C-2633,D-4339,G-6097,2024-04-04,WEB,SUCCESS
L-10585,C-1371,D-4665,G-5466,2025-07-23T23:13:32,MOBILE,SUCCESS
L-10586,C-2866,D-4306,G-5105,2025-06-08T17:56:13,MOBILE,MFA_CHALLENGE
L-10587,C-1019,D-4762,G-6165,07/09/2025 00:38,MOBILE,FAIL
L-10588,C-1557,D-4374,G-5573,2025-02-23T14:00:58,WEB,SUCCESS
L-10589,C-2664,D-4149,G-5227,2024-01-29,WEB,MFA_CHALLENGE
L-10590,C-1549,D-4483,G-6029,2024-04-14,MOBILE,FAIL
L-10591,C-2640,D-4245,G-6341,12/19/2024 19:36,WEB,SUCCESS
L-10592,C-1701,D-4383,G-5851,2024-02-13T22:12:58,IVR,MFA_CHALLENGE
L-10593,C-1731,D-4445,G-6365,07/20/2025 10:35,MOBILE,SUCCESS
L-10594,C-2453,D-4655,G-6412,01/01/2024,IVR,FAIL
L-10595,C-1543,D-4662,G-6063,2025-06-23T20:59:03,WEB,SUCCESS
L-10596,C-1847,D-4088,G-6207,2024-09-02T21:36:12,MOBILE,MFA_CHALLENGE
L-10597,C-1431,D-4088,G-6169,05/31/2024 01:22,MOBILE,MFA_CHALLENGE
L-10598,C-2404,D-4716,G-5092,2024-12-27 18:29:45,IVR,FAIL
L-10599,C-1797,D-4185,G-5564,2024-04-27,MOBILE,FAIL
L-10600,C-2987,D-4299,G-6124,2024-07-16 13:29:58,IVR,MFA_CHALLENGE
L-10601,C-1911,D-4438,G-5298,02/12/2024 19:54,WEB,SUCCESS
L-10602,C-2557,D-4275,G-5431,2025-06-07 00:12:37,MOBILE,FAIL
L-10603,C-1944,D-4571,G-5589,08/10/2024 06:22,MOBILE,FAIL
L-10604,C-2140,D-4169,G-5458,2024-01-19T17:03:41,MOBILE,FAIL
L-10605,C-2101,D-4564,G-5478,04/19/2025 00:53,WEB,SUCCESS
L-10606,C-2130,D-4134,G-5201,06/21/2024 02:37,WEB,SUCCESS
L-10607,C-1089,D-4723,G-5750,2025-02-06T22:56:00,IVR,FAIL
L-10608,C-1773,D-4717,G-5899,2024-10-31T18:08:27,WEB,SUCCESS
L-10609,C-2450,D-4687,G-6354,2024-07-01T07:32:47,WEB,MFA_CHALLENGE
L-10610,C-1154,D-4290,G-6134,2024-09-05 13:38:16,IVR,SUCCESS
L-10611,C-1393,D-4310,G-5108,11/18/2024 20:08,IVR,SUCCESS
L-10612,C-1979,D-4325,G-5352,12/16/2024,WEB,SUCCESS
L-10613,C-1061,D-4213,G-5621,2024-03-30T13:06:46,IVR,FAIL
L-10614,C-1904,D-4165,G-6333,2024-07-31,IVR,MFA_CHALLENGE
L-10615,C-2687,D-4282,G-5360,2024-07-02 18:11:45,WEB,SUCCESS
L-10616,C-1376,D-4488,G-5851,02/02/2024,WEB,SUCCESS
L-10617,C-2816,D-4470,G-6045,08/17/2024,MOBILE,FAIL
L-10618,C-1551,D-4608,G-5122,09/18/2024,MOBILE,SUCCESS
L-10619,C-2329,D-4517,G-6035,06/15/2024,WEB,SUCCESS
L-10620,C-2539,D-4680,G-5818,06/13/2025,WEB,FAIL
L-10621,C-2953,D-4032,G-5161,2024-03-25,IVR,MFA_CHALLENGE
L-10622,C-1910,D-4757,G-5565,2025-03-29T19:30:01,WEB,MFA_CHALLENGE
L-10623,C-1038,D-4375,G-6165,2024-01-15T11:12:23,WEB,SUCCESS
L-10624,C-1259,D-4347,G-5319,12/26/2024,MOBILE,SUCCESS
L-10625,C-2069,D-4663,G-5472,2025-05-05T20:32:13,MOBILE,SUCCESS
L-10626,C-1625,D-4495,G-5351,2024-03-23T03:08:02,IVR,FAIL
L-10627,C-1702,D-4100,G-5518,2024-04-19T16:27:48,WEB,FAIL
L-10628,C-1131,D-4616,G-6272,2024-12-15,IVR,MFA_CHALLENGE
L-10629,C-1922,D-4273,G-5707,07/27/2025 19:25,WEB,FAIL
L-10630,C-2122,D-4149,G-6383,11/25/2024 16:20,MOBILE,FAIL
L-10631,C-2990,D-4029,G-6428,2024-02-09T14:29:02,IVR,SUCCESS
L-10632,C-1153,D-4774,G-5130,2024-02-20T00:12:42,IVR,MFA_CHALLENGE
L-10633,C-2342,D-4346,G-5464,2024-05-16 14:19:57,MOBILE,MFA_CHALLENGE
L-10634,C-1811,D-4753,G-6140,2025-04-07T00:16:29,MOBILE,SUCCESS
L-10635,C-2994,D-4103,G-6033,2025-07-27,MOBILE,SUCCESS
L-10636,C-2291,D-4285,G-6246,10/18/2024,IVR,FAIL
L-10637,C-1776,D-4416,G-5072,12/13/2024,WEB,SUCCESS
L-10638,C-1139,D-4464,G-5885,07/31/2025,WEB,SUCCESS
L-10639,C-2818,D-4518,G-5616,2024-02-27T15:09:00,WEB,FAIL
L-10640,C-2503,D-4601,G-5034,2024-11-08,IVR,FAIL
L-10641,C-2323,D-4458,G-6137,2025-02-19,MOBILE,MFA_CHALLENGE
L-10642,C-1699,D-4609,G-5027,08/25/2024 12:22,IVR,SUCCESS
L-10643,C-1179,D-4464,G-6410,2025-01-26T19:08:45,WEB,MFA_CHALLENGE
L-10644,C-2497,D-4451,G-5218,2024-09-06T08:00:50,IVR,SUCCESS
L-10645,C-2743,D-4507,G-5784,11/07/2024,IVR,MFA_CHALLENGE
L-10646,C-2546,D-4561,G-6373,2024-08-22T01:19:16,IVR,SUCCESS
L-10647,C-1297,D-4067,G-6490,2024-12-19,WEB,FAIL
L-10648,C-1277,D-4652,G-6286,2024-10-27 18:42:28,IVR,SUCCESS
L-10649,C-2909,D-4172,G-5507,2024-01-29T10:01:16,MOBILE,MFA_CHALLENGE
L-10650,C-1601,D-4746,G-6204,2024-04-18T18:07:30,IVR,FAIL
L-10651,C-1622,D-4672,G-5223,09/13/2024 11:34,WEB,MFA_CHALLENGE
L-10652,C-1482,D-4076,G-6159,05/25/2025 22:45,IVR,FAIL
L-10653,C-2321,D-4110,G-5714,08/26/2024 11:12,MOBILE,FAIL
L-10654,C-2681,D-4763,G-5913,03/12/2024 12:50,WEB,FAIL
L-10655,C-2122,D-4535,G-5464,11/14/2024,MOBILE,FAIL
L-10656,C-2339,D-4636,G-5912,04/05/2025,WEB,SUCCESS
L-10657,C-1187,D-4108,G-6353,2025-05-07,WEB,FAIL
L-10658,C-1231,D-4733,G-5469,01/27/2024 23:23,IVR,FAIL
L-10659,C-2673,D-4791,G-6124,04/13/2025 19:20,MOBILE,FAIL
L-10660,C-2161,D-4595,G-6143,05/21/2025 19:25,MOBILE,SUCCESS
L-10661,C-1126,D-4525,G-5409,2025-06-17T08:32:24,MOBILE,FAIL
L-10662,C-2707,D-4651,G-5982,2025-06-21,WEB,SUCCESS
L-10663,C-2049,D-4723,G-5170,2024-08-28,WEB,MFA_CHALLENGE
L-10664,C-1434,D-4078,G-5521,2024-08-05 14:48:06,MOBILE,SUCCESS
L-10665,C-2334,D-4224,G-6092,07/25/2025,WEB,FAIL
L-10666,C-2871,D-4364,G-5672,2025-05-12T04:50:43,IVR,MFA_CHALLENGE
L-10667,C-2598,D-4460,G-6289,01/27/2024,WEB,FAIL
L-10668,C-1645,D-4229,G-5723,2024-05-17T14:53:33,WEB,SUCCESS
L-10669,C-2449,D-4566,G-5451,2025-03-31T09:41:35,WEB,MFA_CHALLENGE
L-10670,C-2915,D-4359,G-6495,2025-06-09 04:33:26,WEB,FAIL
L-10671,C-1020,D-4298,G-5371,2025-07-22,MOBILE,SUCCESS
L-10672,C-1385,D-4476,G-5117,2024-12-23,MOBILE,MFA_CHALLENGE
L-10673,C-1003,D-4378,G-5397,2025-03-11 10:09:34,IVR,SUCCESS
L-10674,C-2367,D-4538,G-5362,07/16/2024 03:47,WEB,FAIL
L-10675,C-2977,D-4540,G-5412,2024-09-26T15:43:16,WEB,MFA_CHALLENGE
L-10676,C-2316,D-4748,G-6319,2024-03-06 01:02:29,IVR,MFA_CHALLENGE
L-10677,C-1331,D-4386,G-6119,2025-01-12,IVR,MFA_CHALLENGE
L-10678,C-1948,D-4380,G-5828,2024-07-07 04:43:14,WEB,MFA_CHALLENGE
L-10679,C-2643,D-4664,G-5046,2025-02-23,IVR,SUCCESS
L-10680,C-1697,D-4167,G-5668,2024-05-30T10:35:59,WEB,FAIL
L-10681,C-1139,D-4715,G-5078,2024-05-07 23:15:59,MOBILE,SUCCESS
L-10682,C-1919,D-4012,G-5626,10/04/2024,IVR,MFA_CHALLENGE
L-10683,C-1872,D-4738,G-5771,2024-09-14T23:41:47,MOBILE,MFA_CHALLENGE
L-10684,C-1739,D-4725,G-5689,04/07/2024 03:28,IVR,SUCCESS
L-10685,C-2683,D-4416,G-5514,2024-07-02 18:51:30,IVR,SUCCESS
L-10686,C-1175,D-4083,G-5952,05/28/2025,IVR,FAIL
L-10687,C-2999,D-4244,G-5518,02/26/2024 02:18,MOBILE,SUCCESS
L-10688,C-2019,D-4440,G-5070,2024-05-20,WEB,FAIL
L-10689,C-1732,D-4254,G-5325,03/07/2024,WEB,MFA_CHALLENGE
L-10690,C-2904,D-4328,G-5023,03/06/2025,MOBILE,MFA_CHALLENGE
L-10691,C-1903,D-4735,G-5795,2024-09-10T16:37:08,WEB,FAIL
L-10692,C-1443,D-4340,G-6163,08/30/2024 18:47,MOBILE,MFA_CHALLENGE
L-10693,C-2297,D-4487,G-5604,07/23/2024,IVR,MFA_CHALLENGE
L-10694,C-2121,D-4252,G-5413,2025-07-18T13:59:49,WEB,MFA_CHALLENGE
L-10695,C-2890,D-4599,G-5107,2024-03-24,WEB,MFA_CHALLENGE
L-10696,C-1786,D-4365,G-5619,2024-08-11T00:48:48,IVR,FAIL
L-10697,C-1034,D-4581,G-5398,2024-10-03 16:17:52,IVR,MFA_CHALLENGE
L-10698,C-1492,D-4721,G-6028,01/09/2025 02:17,IVR,MFA_CHALLENGE
L-10699,C-2766,D-4663,G-5934,02/08/2025 11:18,WEB,SUCCESS
L-10700,C-2175,D-4638,G-5886,2024-10-24T17:58:18,WEB,FAIL
L-10701,C-2528,D-4296,G-5380,2024-05-17T08:45:00,MOBILE,FAIL
L-10702,C-1876,D-4584,G-6231,2025-03-23 19:59:22,IVR,FAIL
L-10703,C-2664,D-4654,G-5125,03/23/2025 22:25,IVR,FAIL
L-10704,C-2523,D-4003,G-6136,08/06/2024 10:05,WEB,FAIL
L-10705,C-2042,D-4397,G-5310,02/03/2025 00:48,WEB,FAIL
L-10706,C-1666,D-4474,G-5865,01/10/2025 20:26,MOBILE,MFA_CHALLENGE
L-10707,C-2488,D-4408,G-6320,2025-04-22T09:10:15,WEB,SUCCESS
L-10708,C-2752,D-4101,G-5209,01/26/2024,MOBILE,SUCCESS
L-10709,C-1742,D-4610,G-6369,03/27/2025,MOBILE,SUCCESS
L-10710,C-2007,D-4722,G-5068,2024-07-20 09:27:12,IVR,FAIL
L-10711,C-1356,D-4188,G-5038,08/27/2024 06:42,WEB,SUCCESS
L-10712,C-2216,D-4474,G-5252,2025-06-09,IVR,MFA_CHALLENGE
L-10713,C-2040,D-4735,G-5428,2024-07-23 06:40:58,IVR,SUCCESS
L-10714,C-1709,D-4264,G-6082,2025-06-20,WEB,FAIL
L-10715,C-1459,D-4284,G-5531,2024-12-01 11:01:51,WEB,SUCCESS
L-10716,C-1741,D-4597,G-5790,05/25/2025 01:23,IVR,SUCCESS
L-10717,C-1456,D-4440,G-5814,2025-04-23T02:23:56,IVR,MFA_CHALLENGE
L-10718,C-2611,D-4165,G-6389,2024-01-16 12:12:24,IVR,FAIL
L-10719,C-1847,D-4201,G-5489,2024-06-11T02:21:41,WEB,SUCCESS
L-10720,C-2053,D-4071,G-5675,2024-04-07,WEB,FAIL
L-10721,C-2933,D-4785,G-5579,04/03/2024 10:54,MOBILE,MFA_CHALLENGE
L-10722,C-2803,D-4745,G-5416,2024-09-13 04:24:22,WEB,SUCCESS
L-10723,C-1919,D-4717,G-5697,01/09/2025,MOBILE,MFA_CHALLENGE
L-10724,C-1559,D-4477,G-5789,04/01/2025,WEB,SUCCESS
L-10725,C-2275,D-4173,G-6243,2024-07-24 22:02:56,MOBILE,FAIL
L-10726,C-1886,D-4640,G-5678,2024-01-11T10:28:56,WEB,FAIL
L-10727,C-2593,D-4421,G-6420,2024-11-29 01:16:28,MOBILE,MFA_CHALLENGE
L-10728,C-1416,D-4742,G-6145,2024-10-04 09:30:25,MOBILE,FAIL
L-10729,C-1925,D-4199,G-6033,04/05/2025,IVR,FAIL
L-10730,C-1815,D-4289,G-5452,2025-06-23,WEB,MFA_CHALLENGE
L-10731,C-1132,D-4385,G-6083,11/09/2024,WEB,SUCCESS
L-10732,C-2029,D-4778,G-6444,01/07/2025,MOBILE,SUCCESS
L-10733,C-2701,D-4564,G-6184,03/23/2025 13:08,IVR,SUCCESS
L-10734,C-1879,D-4461,G-5574,2024-03-19,WEB,MFA_CHALLENGE
L-10735,C-1273,D-4501,G-5279,03/02/2024,WEB,SUCCESS
L-10736,C-2867,D-4438,G-6466,11/03/2024,IVR,SUCCESS
L-10737,C-1497,D-4282,G-6353,2025-01-27T23:24:18,MOBILE,FAIL
L-10738,C-2112,D-4142,G-6025,09/03/2024,MOBILE,FAIL
L-10739,C-2305,D-4106,G-6022,2024-04-29,WEB,SUCCESS
L-10740,C-2698,D-4387,G-5443,2024-11-22 19:58:14,WEB,SUCCESS
L-10741,C-1408,D-4497,G-5539,02/05/2024,WEB,FAIL
L-10742,C-1990,D-4553,G-5851,02/24/2025 18:57,MOBILE,SUCCESS
L-10743,C-1698,D-4584,G-5455,12/18/2024 12:01,IVR,FAIL
L-10744,C-1741,D-4596,G-5664,2025-01-24T02:31:21,MOBILE,SUCCESS
L-10745,C-2971,D-4282,G-6394,2024-12-15 17:32:14,WEB,MFA_CHALLENGE
L-10746,C-2539,D-4785,G-5958,2025-06-21,MOBILE,SUCCESS
L-10747,C-2288,D-4006,G-6248,03/06/2025,IVR,MFA_CHALLENGE
L-10748,C-2241,D-4529,G-5221,2024-05-17 14:46:08,MOBILE,FAIL
L-10749,C-2202,D-4712,G-5691,08/04/2024,WEB,MFA_CHALLENGE
L-10750,C-2168,D-4199,G-5713,2024-01-28 09:48:52,WEB,FAIL
L-10751,C-2250,D-4063,G-6253,2025-04-28,IVR,SUCCESS
L-10752,C-1730,D-4523,G-5788,2024-05-19,WEB,FAIL
L-10753,C-1787,D-4719,G-5264,2024-09-27 04:24:41,IVR,FAIL
L-10754,C-2855,D-4473,G-5236,2024-09-30T01:38:00,IVR,MFA_CHALLENGE
L-10755,C-1816,D-4062,G-5185,2025-03-07,IVR,FAIL
L-10756,C-2887,D-4175,G-6227,05/21/2024 19:46,IVR,SUCCESS
L-10757,C-2659,D-4016,G-6461,2025-03-26 23:55:09,IVR,FAIL
L-10758,C-1186,D-4081,G-5338,10/31/2024,WEB,SUCCESS
L-10759,C-2657,D-4158,G-5020,06/15/2024 08:28,WEB,SUCCESS
L-10760,C-2001,D-4416,G-5386,01/27/2024,WEB,SUCCESS
L-10761,C-2480,D-4785,G-5919,2024-09-14,MOBILE,MFA_CHALLENGE
L-10762,C-2038,D-4766,G-6177,2025-01-08,WEB,FAIL
L-10763,C-1024,D-4560,G-5965,2025-05-11T23:20:53,IVR,SUCCESS
L-10764,C-1347,D-4489,G-5786,2024-06-19T14:15:08,MOBILE,SUCCESS
L-10765,C-2377,D-4164,G-6246,2025-07-10,WEB,MFA_CHALLENGE
L-10766,C-1064,D-4268,G-5228,2024-12-09T07:35:02,MOBILE,FAIL
L-10767,C-2704,D-4467,G-5135,2025-06-18,WEB,MFA_CHALLENGE
L-10768,C-2597,D-4702,G-5809,04/25/2025 09:58,WEB,MFA_CHALLENGE
L-10769,C-2857,D-4532,G-6487,12/22/2024,WEB,FAIL
L-10770,C-2439,D-4113,G-5479,05/01/2024,MOBILE,MFA_CHALLENGE
L-10771,C-1614,D-4069,G-5867,06/14/2024,IVR,MFA_CHALLENGE
L-10772,C-2651,D-4569,G-5470,01/09/2024,MOBILE,FAIL
L-10773,C-1490,D-4250,G-5507,02/08/2024,WEB,SUCCESS
L-10774,C-2751,D-4270,G-5055,2024-02-22,WEB,FAIL
L-10775,C-1144,D-4726,G-5673,2025-03-11T16:56:34,WEB,FAIL
L-10776,C-2467,D-4727,G-5456,08/23/2024,WEB,SUCCESS
L-10777,C-2302,D-4626,G-5985,08/18/2024,IVR,SUCCESS
L-10778,C-2466,D-4577,G-6081,03/16/2025,MOBILE,MFA_CHALLENGE
L-10779,C-2380,D-4799,G-5973,08/08/2024 07:24,IVR,FAIL
L-10780,C-2356,D-4704,G-5911,2025-07-26 16:28:09,IVR,MFA_CHALLENGE
L-10781,C-1356,D-4035,G-5115,01/22/2024 13:30,IVR,MFA_CHALLENGE
L-10782,C-2622,D-4243,G-5966,2025-05-15T06:49:47,IVR,FAIL
L-10783,C-1451,D-4067,G-6282,2025-02-10,MOBILE,SUCCESS
L-10784,C-1064,D-4721,G-6236,02/06/2024 19:13,MOBILE,SUCCESS
L-10785,C-2151,D-4201,G-6316,09/17/2024,WEB,MFA_CHALLENGE
L-10786,C-1332,D-4731,G-5439,2025-04-06T00:36:27,IVR,FAIL
L-10787,C-1936,D-4112,G-5108,2024-07-22,WEB,FAIL
L-10788,C-2959,D-4310,G-5508,07/25/2024 15:52,MOBILE,FAIL
L-10789,C-2015,D-4089,G-6327,2025-02-24,WEB,MFA_CHALLENGE
