txn_id,src_account_id,dst_account_id,amount,currency,channel,ts,status,merchant_id
T-6543,A-2336,A-2166,2274.24,USD,MOBILE,2024-02-02T18:54:29,SUCCESS,M-3026
T-6544,A-2003,A-2654,3467.64,USD,WIRE,2023-11-01T22:25:53,SUCCESS,M-3057
T-6545,A-2244,A-2492,3842.9,USD,MOBILE,2025-03-05T07:37:48,SUCCESS,M-3188
T-6546,A-2409,A-2188,1817.27,USD,ONLINE,2025-08-23T23:36:44,SUCCESS,M-3001
T-6547,A-2568,A-2117,1456.43,USD,WIRE,2023-12-19T03:27:58,FAILED,M-3036
T-6548,A-2044,A-2030,993.14,USD,ATM,2024-05-02T21:26:51,FAILED,M-3050
T-6549,A-2178,A-2347,1233.59,USD,POS,2023-12-19T11:41:44,SUCCESS,M-3141
T-6550,A-2268,A-2103,4158.07,USD,MOBILE,2024-03-26T00:15:11,PENDING,M-3005
T-6551,A-2113,A-2346,1528.84,USD,ONLINE,2024-01-12T20:08:42,FAILED,M-3053
T-6552,A-2676,A-2175,4885.62,USD,MOBILE,2024-01-31T07:12:21,PENDING,M-3134
T-6553,A-2066,A-2121,4414.2,USD,ATM,2024-05-16T19:22:37,SUCCESS,M-3036
T-6554,A-2545,A-2387,1874.41,USD,MOBILE,2023-12-22T03:18:29,PENDING,M-3177
T-6555,A-2250,A-2047,3082.06,USD,WIRE,2024-05-17T20:53:03,FAILED,M-3195
T-6556,A-2152,A-2335,271.03,USD,ATM,2025-05-30T12:55:04,PENDING,M-3063
T-6557,A-2598,A-2500,3637.86,USD,WIRE,2025-03-25T11:48:12,SUCCESS,M-3053
T-6558,A-2171,A-2520,3757.78,USD,ONLINE,2024-06-24T16:51:10,FAILED,M-3099
T-6559,A-2531,A-2475,1612.51,USD,WIRE,2025-06-02T03:09:13,PENDING,M-3045
T-6560,A-2494,A-2506,1345.34,USD,WIRE,2023-09-21T20:28:55,PENDING,M-3121
T-6561,A-2037,A-2212,4474.95,USD,ATM,2023-08-27T02:21:24,FAILED,M-3056
T-6562,A-2223,A-2313,4444.1,USD,ATM,2024-10-04T05:39:39,FAILED,M-3108
T-6563,A-2260,A-2563,675.98,USD,ONLINE,2024-05-01T21:57:13,FAILED,M-3021
T-6564,A-2531,A-2360,2921.89,USD,WIRE,2025-03-27T07:40:17,PENDING,M-3058
T-6565,A-2344,A-2436,2340.42,USD,ONLINE,2025-06-06T14:48:32,FAILED,M-3115
T-6566,A-2324,A-2279,128.47,USD,ATM,2024-10-05T09:16:48,FAILED,M-3097
T-6567,A-2660,A-2077,4507.87,USD,WIRE,2025-06-07T05:07:52,PENDING,M-3091
T-6568,A-2559,A-2659,3930.44,USD,POS,2024-12-19T14:08:54,SUCCESS,M-3020
T-6569,A-2073,A-2368,2732.4,USD,ATM,2024-04-22T11:50:50,PENDING,M-3009
T-6570,A-2337,A-2256,3727.33,USD,ATM,2024-12-04T18:08:25,PENDING,M-3077
T-6571,A-2618,A-2141,3582.35,USD,ONLINE,2024-06-24T20:35:33,SUCCESS,M-3192
T-6572,A-2306,A-2288,3916.73,USD,MOBILE,2025-07-08T23:16:16,PENDING,M-3088
T-6573,A-2671,A-2012,3272.18,USD,MOBILE,2023-10-14T02:58:25,SUCCESS,M-3120
T-6574,A-2232,A-2214,1172.45,USD,WIRE,2024-08-12T02:54:55,FAILED,M-3121
T-6575,A-2472,A-2348,1568.81,USD,MOBILE,2024-01-13T04:22:22,PENDING,M-3021
T-6576,A-2427,A-2214,2252.61,USD,POS,2023-11-18T10:48:46,FAILED,M-3112
T-6577,A-2142,A-2591,1531.33,USD,MOBILE,2024-06-02T17:03:51,PENDING,M-3032
T-6578,A-2363,A-2347,2098.64,USD,WIRE,2025-06-16T04:14:13,FAILED,M-3057
T-6579,A-2333,A-2601,2840.05,USD,ATM,2023-10-09T11:59:31,SUCCESS,M-3005
T-6580,A-2338,A-2581,3996.73,USD,WIRE,2024-05-16T05:53:19,FAILED,M-3161
T-6581,A-2390,A-2209,323.23,USD,ATM,2025-04-17T17:58:58,FAILED,M-3100
T-6582,A-2111,A-2336,4809.88,USD,POS,2023-12-21T05:26:44,SUCCESS,M-3145
T-6583,A-2106,A-2691,892.29,USD,MOBILE,2023-09-01T23:24:59,SUCCESS,M-3141
T-6584,A-2191,A-2203,4557.17,USD,ONLINE,2024-12-24T17:51:25,SUCCESS,M-3017
T-6585,A-2238,A-2298,2624.36,USD,POS,2024-06-01T04:03:40,FAILED,M-3168
T-6586,A-2530,A-2011,1637.23,USD,MOBILE,2025-07-31T23:28:34,SUCCESS,M-3043
T-6587,A-2113,A-2132,2094.97,USD,MOBILE,2025-03-17T05:49:15,SUCCESS,M-3137
T-6588,A-2133,A-2210,2163.84,USD,ATM,2025-07-23T08:35:00,PENDING,M-3079
T-6589,A-2588,A-2317,1018.85,USD,ONLINE,2024-02-19T09:27:42,SUCCESS,M-3150
T-6590,A-2007,A-2146,324.53,USD,WIRE,2024-05-09T05:43:13,SUCCESS,M-3114
T-6591,A-2538,A-2336,4396.8,USD,MOBILE,2024-01-28T07:13:56,PENDING,M-3145
T-6592,A-2040,A-2093,3233.26,USD,ONLINE,2025-04-13T17:33:31,PENDING,M-3073
T-6593,A-2304,A-2400,4118.03,USD,MOBILE,2023-11-02T15:34:32,SUCCESS,M-3156
T-6594,A-2183,A-2632,2163.22,USD,ATM,2024-01-19T21:54:01,PENDING,M-3187
T-6595,A-2582,A-2097,3494.73,USD,ATM,2025-03-07T00:31:14,SUCCESS,M-3100
T-6596,A-2280,A-2643,1462.99,USD,ATM,2023-11-27T00:21:44,FAILED,M-3137
T-6597,A-2421,A-2566,4976.61,USD,POS,2024-09-29T14:29:44,PENDING,M-3031
T-6598,A-2333,A-2419,828.37,USD,WIRE,2024-03-24T23:37:20,SUCCESS,M-3115
T-6599,A-2473,A-2027,3196.14,USD,MOBILE,2024-06-10T02:10:54,FAILED,M-3018
T-6600,A-2408,A-2199,193.68,USD,POS,2025-08-09T00:24:10,PENDING,M-3101
T-6601,A-2139,A-2334,3744.64,USD,MOBILE,2024-07-12T21:37:50,SUCCESS,M-3171
T-6602,A-2084,A-2561,1215.26,USD,ATM,2023-09-08T12:04:13,FAILED,M-3168
T-6603,A-2285,A-2165,4193.29,USD,POS,2024-05-08T09:45:32,SUCCESS,M-3043
T-6604,A-2301,A-2127,3708.53,USD,POS,2024-12-14T09:35:38,PENDING,M-3136
T-6605,A-2011,A-2693,771.71,USD,ATM,2025-05-31T17:12:08,SUCCESS,M-3069
T-6606,A-2035,A-2691,1084.75,USD,WIRE,2024-12-22T23:42:22,PENDING,M-3136
T-6607,A-2678,A-2675,1956.14,USD,MOBILE,2024-02-21T03:50:48,SUCCESS,M-3026
T-6608,A-2612,A-2004,3863.19,USD,ATM,2024-04-06T09:08:10,FAILED,M-3012
T-6609,A-2244,A-2204,85.11,USD,POS,2025-01-23T05:11:19,FAILED,M-3023
T-6610,A-2196,A-2696,320.54,USD,ATM,2023-12-20T14:48:36,PENDING,M-3171
T-6611,A-2171,A-2045,2564.94,USD,ONLINE,2024-03-01T16:28:49,PENDING,M-3106
T-6612,A-2641,A-2194,1039.56,USD,MOBILE,2023-12-20T14:59:04,FAILED,M-3159
T-6613,A-2123,A-2237,533.9,USD,ATM,2023-12-03T02:39:58,SUCCESS,M-3054
T-6614,A-2411,A-2669,64.85,USD,MOBILE,2025-03-12T03:43:41,SUCCESS,M-3080
T-6615,A-2067,A-2673,3251.48,USD,POS,2025-03-06T02:49:48,SUCCESS,M-3071
T-6616,A-2223,A-2420,3838.89,USD,POS,2025-02-28T21:32:54,PENDING,M-3077
T-6617,A-2549,A-2582,1263.44,USD,WIRE,2023-11-30T13:13:39,FAILED,M-3043
T-6618,A-2646,A-2397,4623.14,USD,ONLINE,2023-08-31T17:06:23,SUCCESS,M-3173
T-6619,A-2650,A-2325,2413.24,USD,POS,2024-12-08T02:49:22,PENDING,M-3170
T-6620,A-2599,A-2459,2557.58,USD,WIRE,2023-10-31T17:43:56,PENDING,M-3097
T-6621,A-2013,A-2238,3083.66,USD,ONLINE,2025-07-12T13:25:18,SUCCESS,M-3005
T-6622,A-2438,A-2249,401.55,USD,ONLINE,2023-12-18T15:39:12,FAILED,M-3158
T-6623,A-2303,A-2206,1881.86,USD,ATM,2025-08-11T04:52:24,PENDING,M-3038
T-6624,A-2612,A-2454,4387.27,USD,ONLINE,2025-07-08T16:00:45,FAILED,M-3189
T-6625,A-2659,A-2040,3959.94,USD,ONLINE,2024-11-18T00:23:49,SUCCESS,M-3133
T-6626,A-2234,A-2339,1215.03,USD,POS,2024-03-23T22:52:22,PENDING,M-3087
T-6627,A-2254,A-2227,4364.17,USD,ONLINE,2025-08-07T08:47:32,SUCCESS,M-3155
T-6628,A-2452,A-2644,327.76,USD,POS,2024-03-14T01:40:25,SUCCESS,M-3001
T-6629,A-2053,A-2649,4691.68,USD,POS,2025-07-17T03:40:22,SUCCESS,M-3036
T-6630,A-2606,A-2562,1185.37,USD,MOBILE,2025-03-26T13:52:38,PENDING,M-3052
T-6631,A-2478,A-2318,3609.76,USD,MOBILE,2024-02-18T06:35:56,SUCCESS,M-3042
T-6632,A-2620,A-2254,1430.34,USD,ATM,2025-03-12T02:32:12,FAILED,M-3077
T-6633,A-2492,A-2081,1994.23,USD,MOBILE,2023-11-19T05:29:53,FAILED,M-3092
T-6634,A-2432,A-2517,3675.97,USD,MOBILE,2025-05-03T08:58:02,SUCCESS,M-3156
T-6635,A-2390,A-2437,3795.5,USD,WIRE,2025-05-20T02:47:02,PENDING,M-3021
T-6636,A-2156,A-2566,882.62,USD,MOBILE,2024-03-28T20:14:38,FAILED,M-3186
T-6637,A-2464,A-2290,2812.9,USD,POS,2025-08-01T10:18:06,FAILED,M-3096
T-6638,A-2139,A-2480,777.85,USD,POS,2025-02-18T23:42:42,SUCCESS,M-3050
T-6639,A-2512,A-2383,2025.75,USD,MOBILE,2025-01-05T04:35:23,PENDING,M-3125
T-6640,A-2382,A-2393,1542.52,USD,POS,2025-05-07T23:56:07,FAILED,M-3125
T-6641,A-2039,A-2127,4660.99,USD,ATM,2023-10-23T21:35:36,FAILED,M-3098
T-6642,A-2261,A-2356,3547.1,USD,POS,2024-03-31T20:27:17,PENDING,M-3130
T-6643,A-2394,A-2434,1237.73,USD,POS,2025-06-26T04:36:42,FAILED,M-3188
T-6644,A-2646,A-2692,3488.87,USD,ONLINE,2023-09-19T14:50:20,PENDING,M-3007
T-6645,A-2466,A-2697,1275.17,USD,WIRE,2025-05-14T17:24:48,PENDING,M-3037
T-6646,A-2165,A-2012,3856.01,USD,MOBILE,2025-07-28T05:08:54,PENDING,M-3029
T-6647,A-2600,A-2082,4550.2,USD,ATM,2024-10-17T15:12:58,FAILED,M-3132
T-6648,A-2258,A-2309,4838.58,USD,WIRE,2025-08-14T23:51:51,FAILED,M-3128
T-6649,A-2421,A-2091,3182.72,USD,ATM,2025-05-01T04:32:32,FAILED,M-3027
T-6650,A-2214,A-2407,1543.96,USD,MOBILE,2024-09-06T15:29:40,SUCCESS,M-3178
T-6651,A-2099,A-2071,3483.1,USD,MOBILE,2024-09-27T05:47:31,PENDING,M-3198
T-6652,A-2295,A-2441,886.12,USD,ATM,2024-02-15T08:13:22,SUCCESS,M-3043
T-6653,A-2498,A-2186,4742.67,USD,WIRE,2024-03-19T13:57:16,SUCCESS,M-3128
T-6654,A-2190,A-2205,3750.83,USD,ONLINE,2025-02-16T03:03:54,FAILED,M-3015
T-6655,A-2451,A-2641,550.43,USD,POS,2025-07-31T00:00:31,FAILED,M-3159
T-6656,A-2087,A-2386,1387.43,USD,POS,2025-05-09T05:18:19,PENDING,M-3031
T-6657,A-2240,A-2489,3365.66,USD,POS,2025-06-23T02:02:18,SUCCESS,M-3124
T-6658,A-2272,A-2007,2914.32,USD,POS,2024-01-26T10:47:54,SUCCESS,M-3170
T-6659,A-2534,A-2007,3016.91,USD,MOBILE,2025-02-05T10:41:35,FAILED,M-3096
T-6660,A-2345,A-2618,1686.07,USD,ONLINE,2025-06-11T05:02:00,SUCCESS,M-3109
T-6661,A-2369,A-2681,1895.29,USD,ONLINE,2024-12-31T22:03:37,FAILED,M-3102
T-6662,A-2102,A-2003,4353.35,USD,ATM,2024-08-22T04:30:31,SUCCESS,M-3116
T-6663,A-2616,A-2125,1400.94,USD,ONLINE,2025-07-06T22:26:42,FAILED,M-3135
T-6664,A-2633,A-2674,2577,USD,POS,2025-06-04T17:14:49,PENDING,M-3121
T-6665,A-2329,A-2017,1804.23,USD,ONLINE,2024-09-03T17:19:37,PENDING,M-3162
T-6666,A-2454,A-2239,2425.26,USD,POS,2024-11-28T04:23:13,FAILED,M-3155
T-6667,A-2438,A-2487,4286.21,USD,MOBILE,2025-04-09T11:20:56,FAILED,M-3168
T-6668,A-2621,A-2199,720.09,USD,WIRE,2024-10-22T02:16:29,PENDING,M-3182
T-6669,A-2516,A-2032,2492.14,USD,ONLINE,2023-12-21T22:48:47,PENDING,M-3032
T-6670,A-2561,A-2478,4482.56,USD,MOBILE,2025-02-11T20:41:07,PENDING,M-3043
T-6671,A-2553,A-2246,1062.15,USD,POS,2025-07-05T07:40:14,FAILED,M-3062
T-6672,A-2029,A-2164,4513.73,USD,ATM,2024-04-18T11:36:13,PENDING,M-3083
T-6673,A-2263,A-2681,4757.76,USD,ATM,2023-09-30T14:52:01,PENDING,M-3121
T-6674,A-2648,A-2503,3978.72,USD,ATM,2025-04-05T00:27:24,PENDING,M-3023
T-6675,A-2615,A-2066,1719.41,USD,WIRE,2023-12-19T23:24:34,FAILED,M-3164
T-6676,A-2238,A-2228,582.87,USD,POS,2023-11-09T15:34:33,SUCCESS,M-3066
T-6677,A-2348,A-2606,3724.37,USD,WIRE,2025-08-16T08:09:26,FAILED,M-3048
T-6678,A-2130,A-2320,2886.7,USD,ONLINE,2023-11-23T16:46:04,SUCCESS,M-3097
T-6679,A-2604,A-2548,4236.36,USD,ONLINE,2024-07-23T06:57:44,FAILED,M-3048
T-6680,A-2695,A-2129,3320.4,USD,ATM,2025-08-18T08:26:06,SUCCESS,M-3133
T-6681,A-2404,A-2009,4262.55,USD,ATM,2024-10-11T22:17:58,FAILED,M-3137
T-6682,A-2224,A-2511,2281.64,USD,ONLINE,2023-12-18T22:53:41,SUCCESS,M-3174
T-6683,A-2681,A-2035,1604.1,USD,POS,2024-02-19T17:22:09,FAILED,M-3153
T-6684,A-2587,A-2489,4144.29,USD,ONLINE,2023-11-06T14:08:29,PENDING,M-3161
T-6685,A-2385,A-2060,767.75,USD,ATM,2024-02-11T02:54:41,PENDING,M-3085
T-6686,A-2053,A-2183,3638.34,USD,ATM,2024-09-11T18:41:22,SUCCESS,M-3124
T-6687,A-2561,A-2401,2115.08,USD,ONLINE,2024-12-22T05:40:17,FAILED,M-3086
T-6688,A-2400,A-2073,3635.14,USD,ATM,2025-08-25T22:25:03,PENDING,M-3135
T-6689,A-2561,A-2403,658.85,USD,POS,2024-11-08T01:44:15,PENDING,M-3024
T-6690,A-2311,A-2468,822.65,USD,MOBILE,2025-06-28T19:30:46,PENDING,M-3167
T-6691,A-2494,A-2298,1052.78,USD,POS,2025-02-05T20:47:36,FAILED,M-3037
T-6692,A-2589,A-2104,3928.57,USD,MOBILE,2025-07-26T13:08:51,FAILED,M-3173
T-6693,A-2695,A-2172,484.76,USD,ATM,2025-03-27T21:01:04,SUCCESS,M-3014
T-6694,A-2120,A-2527,1695.74,USD,ATM,2024-10-01T03:57:17,PENDING,M-3166
T-6695,A-2413,A-2250,598.42,USD,MOBILE,2023-10-28T07:57:07,FAILED,M-3008
T-6696,A-2610,A-2176,3727.28,USD,MOBILE,2024-09-19T16:07:25,PENDING,M-3167
T-6697,A-2391,A-2281,3267.71,USD,POS,2023-11-19T06:21:49,SUCCESS,M-3161
T-6698,A-2119,A-2084,2448.65,USD,ATM,2025-01-14T21:01:00,SUCCESS,M-3031
T-6699,A-2600,A-2586,2400.09,USD,WIRE,2023-09-07T14:20:25,SUCCESS,M-3146
T-6700,A-2393,A-2495,3515.17,USD,WIRE,2023-09-28T16:18:19,SUCCESS,M-3165
T-6701,A-2101,A-2333,3570.27,USD,ATM,2025-05-12T01:31:41,FAILED,M-3016
T-6702,A-2020,A-2403,4088.23,USD,MOBILE,2025-02-05T13:32:04,SUCCESS,M-3142
T-6703,A-2531,A-2598,3570.18,USD,ATM,2024-11-08T20:36:46,PENDING,M-3137
T-6704,A-2120,A-2185,3477.6,USD,WIRE,2024-06-18T22:41:01,FAILED,M-3153
T-6705,A-2321,A-2125,648.44,USD,ATM,2023-12-21T12:59:46,SUCCESS,M-3010
T-6706,A-2575,A-2262,179.85,USD,WIRE,2025-06-25T17:20:53,FAILED,M-3192
T-6707,A-2372,A-2557,2118.14,USD,ATM,2024-04-23T22:00:25,FAILED,M-3043
T-6708,A-2047,A-2531,3297.49,USD,ATM,2023-12-30T21:05:05,PENDING,M-3075
T-6709,A-2502,A-2320,4554.36,USD,WIRE,2024-07-08T18:39:49,PENDING,M-3133
T-6710,A-2522,A-2214,499.55,USD,ATM,2024-05-19T14:30:07,SUCCESS,M-3176
T-6711,A-2192,A-2145,4281.15,USD,ATM,2024-08-20T07:32:33,PENDING,M-3076
T-6712,A-2565,A-2221,1798.53,USD,WIRE,2024-10-02T22:19:56,FAILED,M-3151
T-6713,A-2076,A-2563,1307.07,USD,MOBILE,2025-04-17T11:18:50,FAILED,M-3065
T-6714,A-2085,A-2260,2129.59,USD,WIRE,2024-12-17T10:54:03,SUCCESS,M-3173
T-6715,A-2072,A-2644,1350.65,USD,ONLINE,2025-04-03T20:24:45,PENDING,M-3187
T-6716,A-2673,A-2663,3026.7,USD,ATM,2025-05-13T05:45:13,FAILED,M-3130
T-6717,A-2444,A-2388,4820.27,USD,POS,2024-07-29T14:36:43,FAILED,M-3006
T-6718,A-2127,A-2544,3421.48,USD,POS,2025-05-17T07:21:19,FAILED,M-3028
T-6719,A-2655,A-2091,4546.68,USD,ATM,2024-02-11T03:32:18,SUCCESS,M-3092
T-6720,A-2280,A-2010,1888.89,USD,MOBILE,2025-02-04T04:17:05,SUCCESS,M-3025
T-6721,A-2126,A-2179,3643,USD,WIRE,2024-05-10T19:42:49,FAILED,M-3134
T-6722,A-2097,A-2541,3503.78,USD,WIRE,2024-06-02T10:39:30,FAILED,M-3089
T-6723,A-2622,A-2101,857.88,USD,ATM,2024-09-20T23:33:47,FAILED,M-3012
T-6724,A-2694,A-2544,2975.11,USD,MOBILE,2024-08-28T07:41:02,PENDING,M-3141
T-6725,A-2130,A-2265,3434.86,USD,ATM,2024-08-11T09:03:45,SUCCESS,M-3002
T-6726,A-2387,A-2581,1340.51,USD,ATM,2024-04-01T18:53:13,PENDING,M-3188
T-6727,A-2623,A-2428,2291.64,USD,ONLINE,2025-04-20T12:51:13,FAILED,M-3180
T-6728,A-2514,A-2293,4763.32,USD,ATM,2025-07-03T01:05:44,FAILED,M-3070
T-6729,A-2650,A-2089,2035.54,USD,POS,2024-05-21T22:52:12,PENDING,M-3078
T-6730,A-2081,A-2078,1203.98,USD,ATM,2025-06-29T20:38:23,PENDING,M-3186
T-6731,A-2058,A-2086,1432.83,USD,POS,2023-12-03T14:14:47,FAILED,M-3190
T-6732,A-2693,A-2520,686.46,USD,WIRE,2024-07-15T11:11:44,PENDING,M-3187
T-6733,A-2693,A-2545,627.83,USD,WIRE,2024-02-08T04:00:11,SUCCESS,M-3178
T-6734,A-2007,A-2435,2673.95,USD,ATM,2025-04-13T12:00:49,PENDING,M-3179
T-6735,A-2677,A-2540,3047.92,USD,MOBILE,2025-02-22T00:49:36,SUCCESS,M-3175
T-6736,A-2690,A-2536,878.2,USD,ATM,2024-04-15T23:24:24,PENDING,M-3057
T-6737,A-2361,A-2052,2480.06,USD,ONLINE,2024-09-19T16:30:13,SUCCESS,M-3108
T-6738,A-2346,A-2695,4159.47,USD,ONLINE,2024-10-05T12:58:13,FAILED,M-3063
T-6739,A-2494,A-2300,1069.26,USD,MOBILE,2024-10-13T16:51:14,SUCCESS,M-3067
T-6740,A-2312,A-2658,4129.51,USD,MOBILE,2023-12-16T04:24:48,PENDING,M-3131
T-6741,A-2499,A-2058,34.43,USD,ONLINE,2024-01-25T08:27:42,FAILED,M-3091
T-6742,A-2362,A-2109,1751.86,USD,MOBILE,2025-03-30T07:38:17,FAILED,M-3001
T-6743,A-2009,A-2103,2462.77,USD,WIRE,2025-04-05T16:40:59,PENDING,M-3110
T-6744,A-2157,A-2420,4565.98,USD,ATM,2024-09-13T06:11:10,PENDING,M-3031
T-6745,A-2256,A-2231,1979.82,USD,ONLINE,2025-05-27T13:21:31,FAILED,M-3120
T-6746,A-2186,A-2549,547.93,USD,MOBILE,2024-12-25T03:42:55,SUCCESS,M-3068
T-6747,A-2143,A-2362,2172.63,USD,ATM,2023-12-20T08:50:49,SUCCESS,M-3191
T-6748,A-2194,A-2291,672.73,USD,ONLINE,2024-04-26T21:29:44,SUCCESS,M-3010
T-6749,A-2164,A-2682,4742.14,USD,POS,2024-04-23T23:34:31,FAILED,M-3050
T-6750,A-2500,A-2563,4000.1,USD,ONLINE,2024-04-12T00:42:29,FAILED,M-3126
T-6751,A-2513,A-2398,553.12,USD,POS,2025-03-29T10:30:35,SUCCESS,M-3033
T-6752,A-2159,A-2352,73.18,USD,POS,2024-01-17T18:51:10,PENDING,M-3128
T-6753,A-2350,A-2439,3688.47,USD,MOBILE,2023-12-04T04:30:20,FAILED,M-3152
T-6754,A-2288,A-2497,3805.69,USD,WIRE,2025-01-04T04:42:59,SUCCESS,M-3021
T-6755,A-2523,A-2191,1409.29,USD,ONLINE,2024-05-02T14:44:37,PENDING,M-3063
T-6756,A-2253,A-2682,996.07,USD,WIRE,2024-01-30T22:15:31,PENDING,M-3109
T-6757,A-2185,A-2193,3146.4,USD,ATM,2024-05-06T12:03:32,SUCCESS,M-3151
T-6758,A-2135,A-2410,1372.94,USD,ATM,2023-11-25T06:00:38,FAILED,M-3009
T-6759,A-2018,A-2631,459.22,USD,MOBILE,2023-10-18T01:51:01,FAILED,M-3051
T-6760,A-2537,A-2313,3168.38,USD,ATM,2025-07-24T20:47:22,FAILED,M-3179
T-6761,A-2436,A-2490,2551.77,USD,ONLINE,2024-08-22T11:18:33,SUCCESS,M-3015
T-6762,A-2275,A-2372,4715.28,USD,ATM,2024-10-08T10:05:45,FAILED,M-3071
T-6763,A-2048,A-2186,7.68,USD,ATM,2025-02-04T09:30:59,FAILED,M-3010
T-6764,A-2483,A-2286,508.3,USD,ONLINE,2024-11-01T06:36:36,FAILED,M-3155
T-6765,A-2372,A-2342,562.09,USD,WIRE,2025-04-05T17:16:23,SUCCESS,M-3077
T-6766,A-2339,A-2369,4051.13,USD,WIRE,2024-01-18T11:23:02,PENDING,M-3189
T-6767,A-2380,A-2243,1383.35,USD,MOBILE,2024-10-29T12:14:42,SUCCESS,M-3166
T-6768,A-2108,A-2133,3714.22,USD,POS,2023-09-15T04:05:16,PENDING,M-3161
T-6769,A-2670,A-2195,3524.78,USD,POS,2024-05-09T18:02:16,PENDING,M-3049
T-6770,A-2633,A-2351,3628.13,USD,WIRE,2023-10-01T08:12:15,PENDING,M-3077
T-6771,A-2157,A-2044,962.58,USD,ONLINE,2024-03-07T09:04:36,PENDING,M-3032
T-6772,A-2355,A-2374,3151.17,USD,MOBILE,2024-03-09T02:47:01,SUCCESS,M-3114
T-6773,A-2494,A-2429,4657,USD,POS,2024-05-13T20:39:51,SUCCESS,M-3134
T-6774,A-2613,A-2280,4837.6,USD,POS,2024-06-05T11:23:14,PENDING,M-3178
T-6775,A-2062,A-2194,4073.59,USD,WIRE,2024-02-21T12:31:44,PENDING,M-3189
T-6776,A-2076,A-2169,3754.89,USD,WIRE,2024-10-29T21:11:56,FAILED,M-3112
T-6777,A-2410,A-2621,1038.59,USD,ATM,2025-03-20T09:36:42,PENDING,M-3069
T-6778,A-2223,A-2606,49.26,USD,MOBILE,2024-10-09T02:30:49,PENDING,M-3178
T-6779,A-2537,A-2265,4263.11,USD,ONLINE,2024-01-18T13:39:09,PENDING,M-3077
T-6780,A-2121,A-2175,232.83,USD,ONLINE,2024-09-26T07:14:57,SUCCESS,M-3057
T-6781,A-2654,A-2151,4636.6,USD,POS,2024-08-26T23:10:04,PENDING,M-3071
T-6782,A-2254,A-2215,585.34,USD,WIRE,2023-12-27T22:29:22,FAILED,M-3136
T-6783,A-2332,A-2085,4420.51,USD,ATM,2023-09-01T02:10:38,FAILED,M-3180
T-6784,A-2626,A-2301,4926.38,USD,ONLINE,2024-03-17T01:29:35,SUCCESS,M-3083
T-6785,A-2286,A-2180,4858.17,USD,WIRE,2024-08-03T09:28:16,SUCCESS,M-3065
T-6786,A-2391,A-2669,4350.78,USD,WIRE,2024-06-29T16:45:00,SUCCESS,M-3065
T-6787,A-2452,A-2225,1347.62,USD,MOBILE,2024-08-27T19:27:01,SUCCESS,M-3083
T-6788,A-2456,A-2237,3632.8,USD,ATM,2024-07-29T13:17:15,FAILED,M-3186
T-6789,A-2095,A-2507,2299.65,USD,ATM,2024-06-16T11:29:21,PENDING,M-3046
T-6790,A-2502,A-2184,1413.81,USD,ATM,2025-08-06T07:53:49,SUCCESS,M-3165
T-6791,A-2403,A-2622,351.92,USD,MOBILE,2024-06-15T20:04:01,SUCCESS,M-3048
T-6792,A-2465,A-2660,505.67,USD,ATM,2025-02-26T22:38:13,PENDING,M-3103
T-6793,A-2012,A-2617,1892.49,USD,POS,2023-09-29T22:37:07,SUCCESS,M-3025
T-6794,A-2659,A-2044,1245.47,USD,ONLINE,2024-10-12T23:53:54,SUCCESS,M-3033
T-6795,A-2642,A-2614,3963.04,USD,POS,2023-12-04T09:01:39,PENDING,M-3003
T-6796,A-2346,A-2087,700.45,USD,MOBILE,2024-10-19T06:07:26,SUCCESS,M-3051
T-6797,A-2314,A-2339,776.79,USD,WIRE,2024-10-23T15:22:44,PENDING,M-3122
T-6798,A-2273,A-2642,619.76,USD,POS,2024-09-14T03:41:21,PENDING,M-3139
T-6799,A-2303,A-2105,4432.85,USD,ATM,2024-04-14T23:33:12,SUCCESS,M-3130
T-6800,A-2229,A-2024,2138.54,USD,ONLINE,2024-05-01T20:32:00,PENDING,M-3058
T-6801,A-2293,A-2231,1926.8,USD,MOBILE,2025-02-25T12:40:17,SUCCESS,M-3175
T-6802,A-2112,A-2229,4782.55,USD,ONLINE,2025-02-17T09:26:57,SUCCESS,M-3026
T-6803,A-2630,A-2341,1805.67,USD,POS,2025-05-30T12:46:00,PENDING,M-3030
T-6804,A-2154,A-2182,2654.75,USD,ATM,2024-09-18T08:32:23,PENDING,M-3109
T-6805,A-2435,A-2153,3437.37,USD,ONLINE,2024-08-07T13:29:19,FAILED,M-3170
T-6806,A-2106,A-2277,3310.35,USD,POS,2023-10-26T22:46:18,SUCCESS,M-3127
T-6807,A-2152,A-2671,1604.68,USD,MOBILE,2025-03-10T02:28:08,PENDING,M-3037
T-6808,A-2489,A-2068,2891.33,USD,ATM,2025-01-24T04:23:38,SUCCESS,M-3028
T-6809,A-2330,A-2130,3838.84,USD,ONLINE,2023-12-05T01:23:30,FAILED,M-3046
T-6810,A-2434,A-2492,4864.38,USD,ONLINE,2023-10-08T18:17:12,SUCCESS,M-3177
T-6811,A-2669,A-2251,2096.2,USD,WIRE,2024-12-24T14:42:47,PENDING,M-3098
T-6812,A-2504,A-2545,4107.91,USD,POS,2024-08-27T16:08:57,PENDING,M-3137
T-6813,A-2431,A-2539,3884.08,USD,POS,2024-04-25T23:50:52,SUCCESS,M-3147
T-6814,A-2370,A-2002,4969.56,USD,ONLINE,2024-02-03T19:36:59,PENDING,M-3052
